signature,n,elements
aaaciilnnost,2,altisonancia|nacionalista
agnorá,2,árgano|ángaro
aabimrs,2,bisarma|abismar
aacimnotó,2,anotómica|anatómico
adilttu,2,latitud|altitud
acceort,2,recocta|catorce
aaclsu,2,casual|causal
almoos,3,molosa|lomosa|lamoso
beilort,3,libreto|librote|liberto
aaaglmr,2,almagra|almarga
abcoos,2,caboso|sobaco
aiirrs,2,sirria|irisar
aaddeioprrst,3,despartidora|destripadora|dispertadora
afjo,2,foja|fajo
aims,2,misa|sima
aadenopr,2,adaponer|panadero
aenoprs,2,ensopar|persona
acdilloo,2,acollido|coloidal
eemors,2,esmero|mesero
aaerst,4,artesa|atesar|retasa|aresta
aoprr,3,porra|parro|prora
aaabcdell,2,cabellada|bellacada
aacdenot,2,canteado|decanato
aelmoosu,2,mauseolo|mausoleo
abeiinrt,2,tiberina|entibiar
aaeejrrt,2,aterraje|jaretera
aaloprs,2,parasol|solapar
adegorr,2,regador|derogar
aceimn,2,canime|encima
aaeerrstv,2,travesera|travesear
aor,3,ora|aro|roa
aacdeoprs,3,pescadora|procesada|escarpado
en,2,ne|en
aaemn,2,manea|amena
abcchoor,2,cobarcho|corbacho
aadgiru,2,guarida|guardia
aiorstu,2,sutoria|taurios
aadlu,3,lauda|aluda|adula
accehinor,2,chacinero|cochinera
ceehoprr,2,reproche|perchero
ehilo,2,hielo|helio
aceilnó,2,leónica|elación
aaadnn,2,annada|andana
aachnop,3,pachona|chapona|panocha
aaeirst,2,atiesar|atresia
aaaabdl,2,alabada|abalada
aaprruz,2,zurrapa|rapuzar
aadelmrs,2,desalmar|deslamar
adeiorz,2,erizado|raedizo
acnosí,2,cansío|sínoca
adimor,3,marido|miador|mirado
agor,4,grao|agro|argo|garo
aejprru,2,repujar|perjura
elo,2,leo|ole
aaadejlor,2,jaleadora|ojaladera
aejrt,4,tejar|treja|traje|jetar
aeirsttu,2,tesitura|estatuir
aaadlors,2,alardosa|saladora
aaagllmr,2,almagral|gramalla
abeilnst,2,silbante|instable
aahijr,2,harija|ahijar
aafllor,2,afollar|farallo
aacchin,2,chacina|chinaca
ceeoorrst,2,corsetero|retroceso
cginootu,2,conguito|contiguo
aeglnoru,3,longuera|lagunero|nogueral
aaeglnr,2,arganel|galerna
aadeilort,2,aliterado|atirelado
bceinró,2,cebrión|ceribón
acinot,3,tinaco|catino|citano
aeeeemnnrtt,2,enteramente|eternamente
acccefiiinrtó,2,rectificación|certificación
aacdoort,2,coartado|tocadora
acilort,2,clorita|tiracol
aagorr,2,agarro|agorar
abelrí,2,líbera|raíble
aaeilmnrt,2,alimentar|almirante
aiost,2,ostia|tasio
aeellnr,2,rellena|llenera
aaceimnrs,2,encamisar|marinesca
accefiinos,2,infecciosa|oficinesca
aacimnnort,2,contaminar|contramina
aany,2,anay|yana
acoorz,2,carozo|coroza
aaacdilnr,2,calandria|clarinada
aemorst,4,mostear|tremosa|maestro|estroma
aelor,3,roela|olear|alero
aaegilnst,2,anglesita|galenista
eoruñ,2,rueño|uñero
adeerrst,2,destrera|desertar
aaadeinost,2,asaetinado|asainetado
aabclrí,2,carbalí|caríbal
ainoort,3,notario|tonario|notoria
aacllor,2,acollar|rocalla
aaejt,2,jatea|tajea
aabceillp,2,aplicable|aplacible
opr,2,por|pro
cdeiorst,3,discreto|descrito|disector
aceiorrs,2,escarrio|escoriar
aiilnov,2,livonia|liviano
aacdiilno,3,laciniado|adicional|calidonia
abost,2,bosta|basto
aeimnoprtt,2,tempranito|importante
amoñ,2,maño|moña
aaabdenrr,2,abanderar|abadernar
aaadjort,2,tajadora|atajador
aaacelprr,2,alparcera|alparcear
adpu,2,dupa|apud
aesuv,3,sueva|suave|vuesa
aeelmpr,2,empelar|emplear
aeilnp,2,painel|pineal
aaciimnnó,2,animación|imanación
aaelmnpt,2,lampante|palmenta
abemort,2,tambero|embotar
aaeeqrrruv,2,verraquear|verraquera
achinop,3,chinapo|pichona|pinocha
aaaabdlmr,2,alambrada|almadraba
aadglnu,2,gandula|nalguda
aenort,2,antero|orante
aaaddegrrs,2,desgarrada|desagradar
abeorrs,3,brasero|rebosar|sobrera
aagitu,2,guaita|augita
adeioqru,2,adoquier|doquiera
aainqtuz,2,zanquita|quitanza
aceepr,2,pecera|cepera
adloos,4,solado|losado|lodosa|dolosa
adeenorrv,3,venerador|verderona|enervador
aaft,2,afta|fata
elort,2,trole|letor
accehnor,2,canchero|chancero
bioors,2,brioso|sobrio
aaacillmr,2,caramilla|camarilla
aaadnoorrt,2,atronadora|arratonado
eeegnrt,3,negrete|regente|gerente
aainrtu,2,turania|taurina
abce,3,beca|cabe|ceba
aaaegimnns,2,magnesiana|manganesia
acoorrt,3,catorro|cotarro|cotorra
aafir,2,rafia|afiar
eeiqstu,2,esquite|estique
aaadeglrs,2,salgadera|desalagar
aabdelorrs,2,desarbolar|resbalador
ceilrst,2,cristel|clister
abeirrt,2,birreta|rebatir
aaacdenorrt,2,carretonada|encatarrado
adens,2,densa|senda
acelrt,2,cartel|rectal
aelsv,2,selva|salve
aiopstz,2,zopitas|postiza
aacelrí,2,lacería|calería
cceinpssuó,2,suscepción|suspección
aabcdeorr,3,cobardear|braceador|cobradera
aaamnz,2,manaza|mazana
ceenortu,2,cuentero|recuento
ceiiorrt,2,citerior|criterio
abenot,2,tebano|boneta
aaacdelmor,2,clamoreada|cameladora
aefinrr,2,enfriar|refinar
aaacdtu,2,actuada|caudata
aiprs,4,pisar|prisa|parsi|rispa
acimnoru,2,manicuro|murciano
aaacrt,2,atacar|acatar
abeirrst,2,estribar|bistraer
aabdelors,2,sableador|balsadero
beoorst,2,estorbo|estrobo
demoors,2,merdoso|medroso
accehhru,2,chuchera|chuchear
cceho,2,coche|checo
acchoor,2,coarcho|corocha
aacchor,4,achocar|caracho|coracha|carocha
acdelos,2,salcedo|escaldo
aadelmno,3,almoneda|almenado|olmedana
achilmo,2,milocha|mochila
aabcdinorr,2,brincadora|barcinador
alno,2,alno|lona
iilmors,2,similor|lirismo
aemor,2,mareo|romea
acchoorr,2,cocharro|cachorro
aabelorr,5,elaborar|laborear|rabalero|laborera|alborear
aeorsñ,2,señora|soñera
aillnov,2,novilla|villano
aaeilmnv,2,manlieva|manivela
eors,2,eros|seor
aaccilntó,2,lactación|catalicón
acdeiloprr,2,replicador|precordial
aenrt,3,renta|terna|trena
aceilnp,2,pecinal|incapel
aeemoprrst,2,prestamero|postremera
abeist,2,estiba|bestia
aacceinrs,3,escanciar|escarcina|carniseca
aefilorr,2,frailero|friolera
aaacdort,2,atacador|coartada
iimno,2,minio|nimio
aacehmr,3,machear|machera|amechar
aabdlnor,2,baldonar|balandro
aadelops,2,espolada|poleadas
ccdeeors,2,descocer|descerco
aabcdeer,2,cabedera|cebadera
aaadmorr,2,amarrado|armadora
aeilnps,2,espinal|penisla
acefint,2,ficante|infecta
bceoor,2,broceo|robeco
cnopí,2,poncí|copín
aabegimrr,2,raigambre|embriagar
aaacinstt,2,canastita|sacatinta
acemor,6,macero|marceo|mocear|recamo|ceroma|camero
acehilno,2,nochiela|helicona
adefnoos,2,enfadoso|enfosado
acdoorr,2,codorra|rocador
abcelnot,2,blancote|contable
aagnors,2,rangosa|granosa
ceimnos,3,cenismo|niscome|menisco
acilo,3,lacio|laico|loica
acco,2,caco|coca
iinooqstu,2,quitinoso|niquitoso
aaacdlo,2,acolada|alocada
aceinoprst,2,pintoresca|inspectora
aadilrt,2,atildar|dilatar
eilmtí,2,mílite|límite
aaadorrrst,2,arrostrada|arrastrado
adeeenrrrst,2,desenterrar|desternerar
aciloz,2,calizo|coliza
coos,2,osco|coso
aablor,2,barloa|boalar
acceer,2,caecer|cecear
aeeeiimmnorrtt,2,arremetimiento|meritoriamente
aceeginr,2,gerencia|regencia
deeeoprss,2,desespero|desposeer
aeflors,2,solfear|esfolar
alrru,2,rural|rular
aceilorñ,2,alcireño|cañilero
aacenoprt,2,carpetano|encapotar
abciru,2,brucia|ubicar
acehtu,2,cheuta|chueta
aabdegnor,2,bergadano|engarbado
aelmrt,2,martel|termal
aaehrrt,2,reharta|ahetrar
aloprstu,2,plaustro|postular
agiloors,3,glosario|gloriosa|argiloso
amoors,2,ramoso|morosa
ceenorrstu,2,entresurco|rescuentro
abeorrí,2,obrería|robería
cdilloru,2,cullidor|crudillo
aadelpí,2,alípeda|lapídea
aacderrru,2,cerradura|recuadrar
eeintv,2,veinte|envite
aaillsv,2,vasilla|salival
aaacdelors,2,escaladora|escarolada
adeiost,2,estadio|tediosa
accino,2,concia|cocina
acchnopró,2,porcachón|corpachón
agllo,2,algol|gallo
acchhmou,2,machucho|muchacho
aelmo,2,amole|amelo
aaceilnpó,2,paleación|apelación
aenortt,3,rotante|tontera|tontear
aeemnr,2,menear|enrame
aaabdeorrt,2,rebatadora|arrebatado
aaamrs,2,amasar|sarama
aaabenrt,2,tabanera|batanear
aaddeeimnrt,2,ardidamente|determinada
aactu,3,acuta|cuata|cauta
deiort,2,ditero|editor
aacinortz,2,cintarazo|catonizar
adez,2,zeda|zade
aachrr,2,charra|rachar
acelrtuí,2,retícula|cultería
aadjors,2,jasador|sajador
aelorrt,3,trolera|relator|tolerar
aceinrsstu,2,sucintarse|censurista
aerttu,2,tuerta|tutear
aaellmr,2,llamear|armella
aanoprt,2,patrona|taponar
aaablr,2,alabar|abalar
aost,5,sota|osta|asto|sato|tosa
acceeilmorrtté,2,termoeléctrica|electrométrica
aaceinps,2,espinaca|naipesca
acgnoru,2,congrua|canguro
adeinorrv,2,verrionda|inervador
eimoopr,2,proemio|emporio
aaceirzñ,2,cizañera|cizañear
eirst,2,sirte|riste
adioprt,2,partido|dioptra
aaddno,3,adnado|andado|donada
acfinor,3,forcina|confiar|froncia
beoorsñ,2,sobreño|breñoso
addelmoor,2,modelador|moldeador
ilorv,2,virol|livor
aademrr,4,adermar|maderar|derrama|madrera
dorsu,2,druso|sudor
acest,2,secta|cesta
acinrtu,2,cintura|acuntir
adeorsv,4,versado|desovar|verdosa|adverso
beru,2,urbe|ubre
aadeoprst,2,pastadero|esportada
aabcdor,3,acobdar|brocada|cobrada
abdilo,2,diablo|balido
aabdilorr,2,libradora|birladora
aaacejnrz,2,zancajera|zancajear
eopr,3,repo|peor|pero
ailoprst,2,pastoril|postilar
acdeirrsuñ,2,escudriñar|escrudiñar
aaccinopr,3,pancracio|capcionar|paccionar
aaeinrstt,2,nietastra|trasnieta
aceenrs,3,arcense|ensecar|enescar
aceelorrt,2,cartelero|tercerola
aalorstt,2,traslato|latastro
aainorstu,2,asturiano|santuario
aaelorrtí,2,arlotería|relatoría
aceinnssó,3,ascensión|escansión|sensación
aadgrru,3,guardar|graduar|garruda
aaacelnr,2,canalera|alancear
aaceiloprst,2,caspiroleta|saltaperico
aflostu,2,sulfato|flautos
acloos,2,caloso|socola
aacelrv,2,veralca|clavera
aaegllr,3,gallear|allegar|gallera
aaorz,2,azaro|azoar
abeinort,2,botinera|bonitera
aeimnort,2,timonear|timonera
aacemnrr,3,carmenar|marcenar|enmarcar
adeqru,2,draque|quedar
abgi,2,biga|giba
aabil,2,baila|labia
abinoot,2,tobiano|boniato
aadeelprs,2,espaldera|espaldear
cceeinppró,2,precepción|percepción
iiort,2,tirio|itrio
lmoop,2,pomol|plomo
ceeors,2,receso|reseco
ceost,2,coste|cesto
aeinorrtt,2,interrota|tintorera
afoz,2,fazo|zafo
aabcort,2,corbata|catabro
aaemnors,2,manosear|remanosa
aamnoorrz,2,marronazo|mozarrona
eeeoprst,2,estepero|pesetero
aacelprr,3,carpelar|preclara|parcelar
aadenorrt,2,arrentado|entradora
aaglno,2,galano|agonal
amops,2,posma|pasmo
aaadimnor,2,amainador|animadora
aaaddhil,2,alhadida|alhidada
aaacelrv,2,calavera|alcavera
aagnort,2,garnato|tragona
acdeoru,3,acuerdo|ecuador|recaudo
aacilotv,3,colativa|voltaica|locativa
aabgrr,2,grabar|garbar
aaadlrv,2,larvada|davalar
acefinos,2,escofina|confiesa
aaacemrr,2,camarera|caramera
adenoprs,2,pensador|prensado
acilos,2,social|colisa
aagiorr,3,rogaria|agrario|arraigo
aegijnorz,2,jeringazo|jerigonza
ainrtu,3,rutina|turnia|nutria
cinoró,2,roción|coirón
afnou,2,fauno|ufano
afiln,2,linfa|final
aelnot,3,tolena|letona|loneta
aciimorsté,2,arismético|asimétrico
aalp,2,pala|lapa
aginotu,2,antiguo|guitona
aefilorx,2,exfoliar|filoxera
aabdlí,2,baldía|baladí
aacginnó,2,agnación|canóniga
aaeenrtv,2,aventear|veterana
aacirstt,2,astricta|tracista
aaaddegrrrsuu,2,guardarruedas|desarrugadura
acotí,2,tocía|coatí
adeenort,2,enterado|atenedor
acenostu,3,cantueso|consueta|encausto
aorrt,3,traro|tarro|rotar
ccehiot,2,cochite|chicote
cceeinrsó,2,secreción|resección
abeilnor,2,bolinera|bolinear
aadgilor,4,goliarda|gloriada|lorigada|dialogar
acdelno,2,nocedal|docenal
aablot,2,oblata|balota
aadegns,2,desgana|nesgada
adlnou,2,lunado|lanudo
abhmorí,2,hambrío|hombría
aaceilnnt,3,cantilena|cientanal|cantinela
aaopst,4,potasa|patosa|apasto|aposta
ablnsó,2,blasón|sablón
aacdnoort,2,contadora|arcontado
aaabdorr,3,arrobada|arborada|abarrado
ahnoors,2,sahorno|honrosa
ciimorsté,2,tricésimo|simétrico
bel,2,bel|ble
abgiot,2,botiga|bigato
aeiloprst,3,pistolera|alpistero|epistolar
acerstu,3,estucar|etrusca|secutar
aeilqrsu,2,esquirla|esquilar
aacehrs,2,asechar|achares
adell,2,della|dalle
egipr,2,gripe|pigre
bceinnotó,2,obtención|bentónico
acels,2,clase|salce
aagillr,2,argilla|agrilla
aegnoru,3,guanero|noguera|noruega
acceinnorsvó,2,conservación|conversación
aeenprtt,2,reptante|trepante
aglnoosu,2,lagunoso|anguloso
aamnotí,2,manatío|tomaína
binrtuó,3,buitrón|turbión|tiburón
aailp,2,palia|paila
aaemrr,5,ramera|reamar|amerar|marear|amarre
acims,2,cisma|macis
aeennrtt,2,entrante|trentena
aep,2,epa|pea
aerstuv,2,versuta|vuestra
aamru,2,maura|amura
acimo,2,coima|camio
accorru,2,cucarro|carruco
aeioorrst,2,asertorio|arterioso
adinors,2,disonar|sordina
alorr,2,rolar|orlar
aacinopr,3,piarcona|carpiano|picarona
aelrtu,2,letura|ruleta
aaddgoru,2,guardado|graduado
aceiimnorst,2,carientismo|sarmenticio
ccefiinoos,2,oficinesco|infeccioso
aeiimnors,2,seminario|misionera
aainrstu,2,austrina|saturnia
aceostñ,2,costeña|cestaño
aeiilmpr,2,relimpia|imperial
abeimmrr,2,mimbrera|mimbrear
acdeglnoor,2,colgandero|congelador
ailnot,2,tinola|latino
aadeinr,2,enriada|denaria
ailnop,2,panoli|alpino
aajrt,2,tajar|tarja
aadenortt,2,tentadora|tanteador
aaprrtu,2,paturra|partura
acimnó,2,camión|nómica
aabrsu,2,abusar|basura
aacdeinors,2,aracnoides|sacadinero
accenort,3,conectar|concreta|crocante
aeerrsv,4,revesar|reversa|versear|reserva
adenorí,2,renadío|erídano
cefinot,3,confeti|infecto|confite
abgo,2,bago|boga
aacizñ,2,cañiza|cizaña
aaacrrz,2,cazarra|carraza
aeggorru,2,garguero|gorguera
aaceilort,2,alectoria|cairelota
aeinp,2,naipe|peina
aeegnrrt,2,entregar|regentar
aadginos,2,sogdiana|asignado
acehiot,2,hicotea|achiote
aceiiprs,2,periscia|escripia
aaeilnntv,2,levantina|valentina
aagrrt,2,gratar|tragar
mnoo,2,nomo|mono
cchio,2,cochi|chico
adepr,2,pared|padre
aglnou,2,lugano|alguno
aaillmnnot,2,montillana|mantillona
agilmnró,2,milagrón|lagrimón
aceeipprtv,2,preceptiva|perceptiva
aacdhmo,2,mochada|machado
aglloorsu,2,argulloso|orgullosa
aacdeeinorst,2,cointeresada|estenocardia
aaacemnrtá,2,antecámara|marantácea
abeemrstu,2,embustear|embustera
ademorr,6,moderar|ermador|madrero|demorar|derramo|remador
aoorrt,2,otrora|arroto
aacst,2,tasca|casta
aaglnp,2,planga|pangal
abjnó,2,jabón|bajón
acelt,2,tecla|celta
aaadegorrst,2,trasegadora|estragadora
einnost,2,intenso|tensino
girru,3,urgir|gruir|rugir
aclpru,3,crupal|pulcra|culpar
eioprrt,2,tripero|portier
aadeiprst,2,disparate|destapiar
aacersz,3,escarza|craseza|rescaza
aoprst,2,pastor|postar
aaadoprt,3,apartado|atropada|tapadora
adefru,3,fraude|adufre|feudar
aacellr,2,callear|callera
acddeioprr,2,predicador|proceridad
aeghimorru,2,hormiguear|hormiguera
anor,3,aron|rano|nora
aeimnno,2,menonia|inameno
aailpt,2,tapial|lapita
deilopru,3,pulidero|preludio|repulido
aabelrt,4,abertal|tablear|latebra|tablera
cehlo,2,loche|lecho
ceiilmo,2,micelio|molicie
aceegort,2,cegatero|gacetero
aafz,2,faza|zafa
elrtu,2,rutel|lurte
et,2,et|te
ablos,2,balso|bolsa
aeforrstí,2,ostrífera|astrífero
celoot,2,colote|coleto
aaceilnt,2,canelita|alicante
aabcinort,3,bactriano|carbonita|cantabrio
aaadenprrr,2,parrandear|parrandera
adeelnt,2,delante|telenda
aaacdelmnru,3,camandulera|camandulear|encalmadura
acru,3,ruca|cura|urca
aaaelmnrt,2,entalamar|alarmante
aadeorrt,2,retadora|traedora
afloost,2,faltoso|flatoso
aiopr,2,pairo|pario
aaejrrr,2,jarrear|jarrera
acinotó,2,atónico|acónito
aeefnorst,2,festonear|enfotarse
aaddiilnv,2,invalidad|liviandad
aoopst,2,aposto|patoso
adgillor,2,grillado|gordilla
ceiort,4,cierto|cerito|ricote|tercio
aadeglnor,2,angrelado|regoldana
aaabelmrt,2,tambalear|almarbate
acchnó,2,cachón|chacón
aceirrst,3,trisecar|rescrita|estarcir
agilr,2,grial|ligar
accor,2,cocar|corca
aaaacdors,2,acasarado|asacadora
aaacfrr,2,carrafa|farraca
agostu,2,guasto|tasugo
aaaejntv,2,tejavana|aventaja
adlou,2,laudo|aludo
aadeoprt,2,tapadero|apretado
adeenors,2,desareno|enredosa
aeoprrstt,2,protestar|trasporte
aabcder,2,cebrada|cebadar
aabddlo,2,doblada|baldado
aacltu,2,culata|actual
iopt,2,pito|tipo
aadnoort,2,atronado|anotador
aaceiimnnxó,2,examinación|exanimación
adilmortu,2,mutilador|ultimador
aceerrr,2,recrear|cerrera
aaclrr,3,lacrar|carral|clarar
aaegrrv,2,gravera|gravear
aaablorz,2,albarazo|abozalar
aabiors,2,isobara|rabiosa
aepru,2,urape|apure
abinot,2,botina|bonita
aadeerrz,2,aderezar|rezadera
abcijllnoo,2,bajoncillo|jaboncillo
aerrstu,2,esturar|tersura
acglnoo,2,cogonal|congola
acceorss,2,coscarse|escoscar
aceiloprt,2,pelicorta|replicato
aacchu,2,cachua|caucha
agilmoors,2,lagrimoso|milagroso
eeginopr,2,progenie|pergenio
aeorstz,2,estozar|estrazo
acdeiilno,2,celidonia|celoidina
adeioprst,2,pistadero|depositar
aegilnoru,2,neuroglia|anguilero
aamors,3,ramosa|masora|asomar
aaemorstt,2,metatarso|armatoste
aceglnoorí,2,coralígeno|necrología
aallrv,2,larval|vallar
coors,2,rosco|corso
aablno,2,ablano|albano
aiorvz,2,varizo|avizor
aeeginnrstt,2,transigente|astringente
adeioqrsu,2,esquiador|sardioque
acdeeemnrr,2,mercendera|mercendear
adegnor,2,negador|engorda
aabdl,2,badal|balda
aiopsv,2,pasivo|povisa
aacelnrv,2,encalvar|enclavar
aaefimnrt,2,antefirma|afirmante
anos,3,sano|asno|naso
ceflo,2,celfo|fleco
aaceinprst,2,prestancia|carpintesa
biortu,2,turbio|butiro
aceinnorrt,2,correntina|encortinar
aadeenorrv,3,veneradora|veranadero|enervadora
aachpr,3,chapar|charpa|parcha
aaceiilnnó,2,alineación|alienación
aacenrst,3,estancar|escantar|encastar
agilort,3,gorlita|ortigal|garlito
adeelpst,2,desplate|pedestal
aacchrru,2,carrucha|cachurra
aadioprr,2,parodiar|paridora
adelr,2,ledra|lerda
aailmn,3,malina|manila|animal
acceios,2,escocia|caseico
aaadgiju,2,aguijada|aguadija
aeostñ,2,soteña|estaño
acdenorru,2,corderuna|curandero
acdeimno,2,mendacio|comienda
aacorz,2,azocar|coraza
aaeimn,2,amaine|anemia
adnu,2,nuda|duna
aadeorrv,2,vareador|varadero
aaemns,2,mesana|semana
aadeprst,2,destapar|prestada
aaabdlmor,2,ambladora|alambrado
acejnoor,3,jacerono|coroneja|cajonero
aadllr,2,ladral|dallar
acdeoorrr,2,acorredor|corredora
aders,3,sarde|dares|sedar
adeglor,2,legador|reglado
aacinotv,2,vaticano|catavino
eefot,2,feote|efeto
aiirt,2,itria|tiria
afort,2,fator|farto
aaaadeinst,2,asaetinada|asainetada
aeilnoprrt,2,interpolar|leptorrina
aadegirt,2,tragedia|grietada
aeilloprst,2,espartillo|esportilla
aeglnoos,2,gasoleno|leganoso
aefilort,2,frailote|filatero
ellos,2,sello|ellos
aalmr,2,ramal|malar
alopz,2,pozal|plazo
aceorrs,2,escorar|corsear
aabblo,2,ababol|balboa
adfilor,2,florida|filador
aanps,2,sapan|pansa
nos,2,son|nos
aaddemors,2,desarmado|desamador
aenpr,2,penar|perna
aadipt,2,tapida|pitada
imort,2,ritmo|mirto
acehhru,2,hechura|huchear
acdeemoort,2,cometedora|acometedor
aimru,2,muria|rumia
aenrrt,2,rentar|entrar
aaddemoorr,2,moderadora|arredomado
aadeorrz,2,rezadora|rozadera
aaefjlr,2,aljarfe|alfarje
aacdilortu,2,articulado|cuatrodial
aaenrsu,2,nausear|ruanesa
aacdru,2,cuadra|curada
aacnrt,2,tranca|cantar
aadortt,2,tratado|tortada
aillor,2,orilla|arillo
abilost,2,silbato|bisalto
aainnt,2,nanita|innata
ello,2,lelo|ello
aceeinrstt,2,trecientas|tercenista
adgo,2,goda|doga
acehpr,3,percha|pechar|parche
acenoorst,3,cortesano|ratonesco|costanero
aaberz,2,bezaar|azarbe
aehilrr,2,herrial|rehilar
aaerrstt,2,trastera|trastear
aaaabcdell,2,abellacada|acabellada
adeenprr,2,aprender|prendera
acerrsu,3,escurar|escurra|recusar
adeilpr,2,predial|depilar
aadeeenprrt,2,panderetera|panderetear
aaadz,2,azada|adaza
aeorstv,2,servato|estovar
acinpró,3,picarón|capirón|piarcón
aeilnrv,2,ivernal|nivelar
aeelprr,2,repelar|perlera
aadelruv,3,veladura|valedura|levadura
aabcir,3,cabria|barcia|biarca
aaersttu,2,estatura|estatuar
ailortv,2,volitar|vilorta
aelops,2,pelosa|solape
aefmnort,2,formante|fomentar
ceinno,2,encino|niceno
abclor,2,brocal|carbol
acciortá,2,acrático|torácica
abegiort,2,bigotera|rebotiga
acddiinu,2,unicidad|inducida
des,2,sed|des
anpru,2,pruna|punar
aairsstu,2,suarista|asturias
acenorttux,2,contextura|contextuar
aaeglorr,2,algarero|lagarero
aeilllops,2,pelillosa|pelosilla
aeilrv,2,lievar|vilera
choop,2,pocho|chopo
aaceinrzñ,2,encizañar|encañizar
aceeinrtt,2,ternecita|recitante
aeglrr,2,legrar|reglar
aadlor,2,aladro|alardo
aaaceelnrrstu,2,encaratularse|acalenturarse
aaeimrst,2,artemisa|taimarse
anoz,2,onza|zona
aeefiltt,2,tafilete|alfitete
cdeeeinoprt,2,pertenecido|procediente
aeeglorr,2,galerero|regalero
acehru,2,huerca|echura
acdeerrí,2,recerída|recreída
acmnou,2,cumano|comuna
aaclost,3,salacot|talcosa|lactosa
anno,2,nano|nona
tu,2,ut|tu
aafnu,2,ufana|fauna
cefiorstó,2,estrófico|feróstico
eiirrsttu,2,restituir|uretritis
aeelnortv,2,ventolera|revolante
aacefilort,2,cafiroleta|alcatifero
aabelo,2,alabeo|abaleo
aabcmrí,2,camíbar|címbara
aabclor,2,alcabor|caboral
acdehir,2,dichera|redicha
aacill,2,laical|calila
eglmo,2,melgo|gomel
aaeglrr,4,regalar|alegrar|garlear|garlera
aemt,3,tema|meta|mate
aadiv,2,viada|adiva
aboors,2,aborso|raboso
aagmors,2,gramosa|margosa
aadimor,2,diorama|miadora
addeefnoor,2,ofendedora|fondeadero
aabcijor,2,abracijo|acobijar
aaeinprt,2,panatier|parienta
aaccinrtó,2,atracción|narcótica
aaerrstv,2,travesar|traversa
cdeeelmntu,2,demulcente|dulcemente
addeiimp,2,impedida|impiedad
acegor,2,acoger|corega
aiopt,3,apito|pitao|patio
aacdeiprt,2,decapitar|precitada
aacehpt,2,patache|chapeta
aeoprrst,2,repostar|postrera
eintz,2,tizne|zenit
aaacdelnort,2,calentadora|cardenalato
adeins,2,disnea|diasen
aacehhr,2,hachear|ahechar
eoqrtu,2,quetro|troque
dees,2,dese|sede
gmoorsu,2,mugroso|grumoso
agimo,2,amigo|gomia
aaegjnrr,2,granjear|granjera
aadeooprr,2,aporreado|operadora
aaalmtí,2,malatía|altamía
aaabenrs,2,sabanear|sabanera
aceinoprs,2,necropsia|escorpina
aeijlorv,2,valijero|lavijero
osuy,2,suyo|yuso
adehiru,2,rehuida|huidera
eeorst,3,reteso|estero|setero
alntí,2,talín|latín
aaeejlt,2,atelaje|etalaje
aeegnst,2,genesta|engaste
ciior,2,ricio|cirio
aboz,2,boza|bazo
aaaceprrt,2,trapacera|trapacear
aaadillmr,2,millarada|armadilla
aaadegnorstu,2,engatusadora|aguardentosa
aafgorr,2,garrofa|farrago
eoorrt,2,retoro|torero
acceho,2,acecho|cacheo
addeint,2,tendida|entidad
corí,2,crío|corí
aacderu,3,acedura|adecuar|caedura
aceehmr,2,mechera|remache
aadegnorv,2,navegador|vengadora
aagrrs,2,sagrar|rasgar
aaacddiilpr,2,capilaridad|parcialidad
acdeinnotó,2,denotación|detonación
aaacdilmnoru,2,calumniadora|acalumniador
aaaelmrt,3,tamalera|talamera|ametalar
aacerr,3,carera|acerar|carear
aeinorss,2,sensoria|resinosa
aefgnor,2,enfogar|fregona
aadeglpru,2,repulgada|plegadura
ilmot,2,timol|motil
aadelr,3,alarde|ladera|ladear
aagnt,2,ganta|tanga
bdeel,2,deble|bedel
cnoortu,2,cornuto|coturno
illort,2,trillo|tollir
aanv,2,vana|nava
acejlo,2,calejo|jaleco
cdeiinos,2,indeciso|disneico
aceelort,3,caletero|recoleta|electora
aalnot,2,atonal|altano
aadegnorñ,2,engañador|argandeño
aaginu,2,iguana|auniga
aaacghru,2,aguachar|guaracha
adgiru,2,guidar|rugida
aacioprs,2,prosaica|sarapico
aaabdlnor,2,abaldonar|baladrona
ailntó,2,liatón|talión
aaejlmort,2,marjoleta|almojatre
aartt,2,trata|tarta
aceiortv,2,reactivo|creativo
abcehmru,2,embuchar|chumbera
accehhinorrr,2,chincharrero|chinchorrera
aceinoprt,2,pitancero|potenciar
aabjor,2,ajobar|abajor
adeefrs,2,desfear|defesar
acdinnoó,2,nodación|donación
ors,2,ros|sor
ailpr,2,pilar|piral
aacceillnr,2,carnecilla|cancillera
aaccdefiiorrt,2,certificadora|rectificadora
acdemnoru,2,cundeamor|conduerma
aeloqru,2,loquera|loquear
inostó,2,toisón|ostión
eeeipqrtu,2,periquete|repiquete
aaadelnrt,3,alternada|atendalar|adelantar
abillr,2,billar|brilla
aceilos,2,escalio|selacio
aabns,2,banas|basna
lmosu,2,mulso|muslo
aeilmnos,2,molinesa|lemosina
aaaiilmn,2,alimania|animalia
afrrtu,3,trufar|frutar|furtar
adeiiort,2,dietario|tiroidea
abdeiorrst,2,desorbitar|estribador
acefl,2,fecal|falce
adeeenorrtv,2,reventadero|entreverado
adeoorr,2,roedora|arrodeo
eelooprrt,2,petrolero|tropelero
aabdeelmrsu,2,desamueblar|desembaular
abilrru,2,burilar|burliar
